class,text
0,อยากให้ช่วยตรวจสอบให้ด้วยค่ะ วันนี้สั่งชุดพิซซ่าผ่าน 1112 มีสปาเก็ตตี้คาโบนารามาในชุดด้วย พอแกะกล่องสปาเกตตีออกทานได้กลิ่นบูดและเส้นสปาเกตตีแห้งแข็ง (ดูได้จากรูปที่ส่งมาในคอมเมนท์)เวลาเปิดทานประมาณ 7.00 pm เวลาสั่งตามบิล 4:57pm และเวลาที่ของมาส่งคือประมาณ 5:30pm อยากให้ตรวจสอบให้ด้วยค่ะว่า ทำไมอาหารที่นำมาส่งให้ถึงเป็นของบูดเสียแบบนี้ ดูแล้วไม่ใช่ของทำใหม่ๆแน่นอนค่ะ
0,ถ้ามีcall center วีนเหวี่ยงแบบนี้ไม่ต้องมีดีกว่าคะ
0,สั่งมาหลายครั้งละ มารอบนี้เจอพนักงานส่งพิซซ่ามาช้าแถมกดส่งของแล้ว. พอมาถึงมาเหวี่ยงใส่หาว่าไม่มีตังทอนเพราะเจ้าแรกให้แบงค์พัน พูดจาใหญ่โตวางมาดนักเลง มีการเถียงบอกแล้วต้องให้ผมออกไปแลกตังหรอ ทั้งที่ในแอพสั่งของก็มีระบุให้เตรียมตังทอนมาด้วย นี่สั่งของเสียตังนะไม่ใช่กราบตีนขอแดรกฟรี (ขออภัยที่ต้องพูดคำไม่สุภาพ). ความผิดคุณหรือผม. มารยาทแย่ ต่อไปนี้อย่าได้กินอีกเลยแบรนด์นี้ แถมไม่มีการขอโทษสักคำ ขยาด
0,ปรับรุ่งด่วนค่ะ พนักงานแย่มากเรียกรับOrderก็พูดแต่ว่าสักครุ่นะค่ะเพือ จานบนโต้ะก็ยังไม่ได้วางให้มา5คนจานมีแค่2ใบ อีกอย่างสั่งน้ำเป้นรีฟิลโค้ก2แก้ว แทนที่จะเอาน้ำมาเติมกับเปลี่ยนแก้วให้พนักงาน งงอะไรรึป่าวค่ะหมดอารมณ์ในการกิน พนักงานก้ช้ามากทั้งที่ลูกค้าก้ไม่เคยมี อีกอย่างเรื่องที่นั้ง มาผุ้ใหญ่4เด้ก1ให้ต่อโต๊ะยาวทำไมสุดท้ายก้อต้องกลับมานั้งโต๊ะ4ที่นั้งอยุ่ดีวุ่นวายมาก
0,"วันนี้โทรไปสั่งสปาเก็ตตี้ขี้เมาทะเล มาค่ะ 2กล่อง และอย่างอื่น นัดรับเองที่โลตัสนครปฐมค่ะ เรานัดเวลาเองคือ 30 นาทีจากที่โทรสั่ง พอมาเอาได้ตามเวลานะคะ แต่พอกลับบ้านมากินนี่แทบอยากจะเอาไปโยนหน้าร้านเลยค่ะ เค็มมาก กไก่ กี่ตัวก็ไม่พอ เสียความรู้สึกมากค่ะ กล่องละ 139×2 แต่ได้กินแค่ปลาหมึกกับกุ้งไม่กี่ชิ้น เพราะมันเค็มมากจริงๆค่ะ แต่พิซซ่าพัฟ กับ ไก่บาร์บีคิวโอเคนะคะ ถ้ามันเค็มมากทั้งหมดเราไปแน่เคยกินมาก็หลายครั้งแต่ไม่เคยเค็มเหมือนครั้งนี้เลย ช่วยบอกหน่อยว่า ถ้าเราเอาไปให้พนักงานลองชิมอีกกล่องที่กำลังจะลงถังขยะเพราะเค็มมาก ไม่กล้ากินแล้ว จะโดนพนักงานด่ากลับมาไหมคะ (ก่อนโทรสั่งไปยืนรอคิวหน้าร้านค่ะแต่มีคนสั่งอยู่ก่อนแค่1คิว เราก็รอ ไม่มีพนักงานเดินมาสอบถามอะไรทั้งสิ้นทั้งๆที่ยืนคุยกันอยู่แค่นั้นเพราะลูกค้าน้อย รออยู่10นาที ถ้าจะรับออร์เดอร์กันนานขนาดนี้ มีคนเยอะไว้ทำอะไรคะ เราเลยทนไม่ไหวใข้โทรสั่งแล้วไปรับเองทีหลัง) 1.ควรปรับปรุงเรื่องบริการนะคะ 2.มีมาตรฐานในการทำไม่เหมือนกันหรือไงคะ. ทำไมรสชาติถึงได้เค็มขนาดนี้ เหมือนตกบ่อเกลือมาเลย"
0,เอาตรงๆนะคะ แย่ๆๆมากที่สุดค่ะ การบริการ เมื่ออาทิตย์ที่แล้วไปทานที่ร้าน ต้องได้ต่อโต๊ะเอง จัดการเอง เรียกพนักงาน 2-3 รอบก็ยังไม่มีใครมา พอเอาออร์เดอร์มาบอกจะมารับออร์เดอร์นะคะ ผ่านไป20 นาทีก็ยังไม่มีใครมา ยกมือเรียกเพื่อให้พนักงานรู้ บอกรอพิซซ่า15-20 นาทีนะคะ พิซซ่ามาจริงๆ 1 ชั่วโมง วันนั้นสั่งบางกรอบ 2 พาสต้า 1 น้ำโค้ก 2 เหยือก ผ่านไปเกือบครึ่งชั่วโมง ได้น้ำมาเหยือกเดียว รินไปได้แค่4 แก้วก็หมด อีก4คนก็นั่งรอ พาสต้ามาแล้วก็จนผ่านไปเกือบ 20 นาที พิซซ่าก็มา ทานพิซซ่าหมด แต่น้ำก็ยังไม่มา ทานทุกอย่างจนหมด แต่ได้สั่งน้ำแล้วไงเลยถามพนักงาน สรุปวันนั้นอีก4 คนได้รอน้ำโค้กเหยือกที่2 หลังจากทานทุกอย่างหมดแล้ว (พนักงานที่มาบริการจาน ช้อน มือจะจิ้มตาเราอยู่แล้ว วางเสียงดังปร้วงเปรี้ยง เราได้จัดเอง) หรือเราเป็นคนไทยมีทริปให้ไม่เยอะ เหมือนชาวต่างชาติรึยังไง ทำไมบริการได้ แย่ จัง
0,วันนี้ไปใช้บัตร1แถม1 ดันใช้ไม่ได้กับขอบเบอร์เกอร์ ตอนจะซื้อบัตรก็ไม่บอกว่าใช้ไม่ได้. ถามก็ได้แต่บอกว่าเป็นโปรโมชั่นเลยใช้ไม่ได้ ตอนขอบพิเศษรอบก่อนๆชีสซี่บัน ยังใช้ได้เลย แล้วไอ้ขอบเบอร์เกอร์มันโปรตรงไหน ราคาปกติชัดๆ
0,"วันนี้ไป The Pizza Company สาขาบิ๊กซีลพบุรีคนเดียว สั่งผักโขมอบชีสและปีกไก่ทอดสไตล์เกาหลีและน้ำเปล่า พนักงานได้นำน้ำเปล่ามาเสริฟก่อน นั่งรอต่อประมาณ 15 นาที พนักงานเค้าเตอร์ที่ในครัวกดกริ่งประมาณ 3 รอบ เพื่อเรียกพนักงานเสริฟนำผักโขมอบชีสมาเสริฟ(ดูเหมือนพนักงานที่นี่ไม่ค่อยใส่ใจการทำงานสักเท่าไร) นั่งทานจนเกือบหมดแล้วรู้สึกว่าทำไมยังไม่ได้ปีกไก่ทอดฯเพราะสั่งไปนานมากจึงดูเวลาที่ออกในบิลที่พนักงานวางไว้บนโต๊ะเป็นเวลา16.21 น. จึงเรียกพนักงานมาถามว่าปีกไก่ทอดฯที่สั่งไปจะได้หรือยัง สักพักนึงพนักงานได้นำไก่ทอดฯมาเสริฟดิฉันจึงมองนาฬิกาปรากฎเวลา 16.53 น. ซึ่งตั้งแต่พนักงานรับออเดอร์ไปดิฉันได้สูญเสียเวลาถึงครึ่งชั่วโมงกว่าๆ เพื่อนั่งรออาหารที่ยังไม่ได้ด้วยความหิว(โต๊ะมาทีหลังสองคนได้สั่งกินหมดไปแล้วและได้เช็คบิลกลับไปแล้วแต่ดิฉันพึ่งจะได้รับไก่ทอดฯ) บอกตรงๆค่ะว่าไม่ค่อยประทับใจในการบริการครั้งนี้สักเท่าไร ถ้ารู้ว่าอาหารที่สั่งต้องนั่งรอนานขนาดนี้คงไม่เข้าไปทานแน่นอนค่ะ และอยากทราบว่ามาตรฐานที่ The Pizza Company มีคืออะไร?  หรือเพราะดิฉันมาทานเพียงคนเดียวจึงไม่ต้องได้รับการบริการที่ดี?"
0,ขอติหน่อยนะคะ พนักงานคอลฯนี้โง่หรืออะไรคะ ทำไมไม่เข้าใจที่เราถาม เรื่องมันมีอยู่ว่า เราสั่งของผ่านแอพฯ เราตรวจสอบสถานะสินค้า สินค้าจะถึงในเวลา19:55 แต่คือ เราถามพนง.คอลฯว่า ทำไมในแอพฯถึงขึ้นว่าจัดส่งเรียบร้อยแล้ว ทั้งๆที่ยังไม่ได้รับสินค้า เราถามพนักงานคอลฯ พนักงานไม่เข้าใจที่เราถามคือนางเข้าใจว่า มันยังไม่ถึงเวลาจัดส่ง คือเรารู้ค่ะ ว่ามันยังไม่ถึง19:55น. แต่ที่เราถามว่า ทำไม ในสถานะการจัดส่งสินค้าถึงขึ้นว่าได้ จัดส่งสินค้าเรียบร้อยแล้ว แค่นั้น (เราแค่กลัวว่าจะส่งผิด) ทำไมถึงตอบไม่ตรงคำถาม นางตอบอย่างเดียวว่า ยังไม่ได้ถึงเวลาค่ะ คือเรารู้ค่ะ ว่ายังไม่ถึงเวลา แต่แค่ไม่เข้าใจว่าทำไมในแอพฯถึงขึ้นว่าจัดส่งเรียบร้อยแล้ว แค่นั้น เราไม่ได้จะเร่งรับสินค้าค่ะ ปรับปรุงด้วยนะคะ ปกติสั่งบ่อยนะคะ แล้วพนักงานคอลฯเวลาพูดชื่อตอนรับสายน่ะ กรุณาพูดใหชัดเจนด้วยนะคะ จะได้คอมเพลนถูก ไม่ต้องพูดแบบรีบไปตายค่ะ ลูกค้าฟังไม่ทัน
0,สาขากระบี่พนักงานแย่มาก พอเราถามซื้อหนึ่งแถมหนึ่งมันบอกไม่มี แล้วของที่สั่งรอนานมากกว่าจะได้กินต้องโมโหก่อนถึงจะได้กิน ไปใช้บรการบ่อยมากแต่ก็เจอแบบนี้ตลอดคะ เน้นคะเน้นสาขากระบี่
0,วันพฤหัสบดี ที่ 13 เมษา 2560 เวลา 17.00 น. ได้ไปสอบถามพนักงานว่า มีโปรโมชั่นซื้อ 1 แถม 1 ไหม พนักงานตอบมาว่า มี แต่ต้องเป็นสมาชิกแล้วสั่งกลับบ้าน เลยได้สั่งพิชซ่ากลับบ้านพร้อมกับสั่งเมนูอื่น ไก่บาร์บิวคิ้ว 6 ชิ้น ฟิชฟิงเกอร์ ชิกเก็นสติ๊ก สปาเกตตี เพื่อที่จะนั่งกินที่ร้าน ปรากฏว่าพนักงานบอกว่า ทานพิชซ่าในร้านไม่ได้ถึงจะสั่งกลับบ้านหรือมีสั่งเมนูอื่นมาทานก็ห้ามทานพิชซ่าในร้าน แบบนี้ก็ได้หรอค่ะ ? งงเด้ งงเด้
0,วันนี้สั่งพิชซ่าสาขาซอยมังกรเปนเมเนเจอร์ที่รับออเดอร์เปนผู้ชายหน้าตาไม่ยิ้มแย้มแถมทำหน้าไม่พอใจอิก คือไม่ได้มาขอกินฟรีนะค่า ไม่ทราบว่ามารยาทแบบนี้ขึ้นมาเปนหัวหน้าได้ยังงัยนิสัยแย่ บริการแย่มาก พิชซ่าที่ได้แป้งเหนียวมากชื้อมาก๊แพงแต่คุณภาพไม่คุ้มค่ากับราคาเรย แย่
0,ไม่มี 0 ดาวหรอครับ สาขาสัตหีบ บริการเชี้ยมากไม่เชื่อลองปลอมตัวไปกินดู ถ้ามึงไม่เต็มใจทำงานทำไมไม่ลาออกไปอยู่บ้านวะ พวกเด็กฝึกงานโอเครอยู่นะ ส่งคนไปดูหน่อย
0,จะยกเลิกรายการที่ทำออนไลน์หรืออะไรก็ไม่แจ้งกันก่อน เงินโดนตัดผ่านบัญชีไปแล้ว ยังต้องชำระเงินสดเอง เข้าใจว่าจะโอนเงินคืนให้ แต่ต้องรออีก 7 วันทำการ ถ้าผมรู้อย่างนี้จะขอยกเลิกการสั่งทั้งหมดครับ ปรับปรุงการสื่อสารหน่อยนะครับ ไม่ประทับใจมากๆ
0,บริการแย่มากๆที่สาขาพาซิโอ้ลาดกระบัง เข้ามายืนรอจะสั่งอาหารพนักงานแม่งยืนเฉยยยไม่แนะนำอะไรสักอย่างแถมหน้าอย่างกะตูดเหมือนกูมาขอมันกินฟรีอ่ะ
0,"ขอบ เบอร์เกอร์ชีสหมู แย่มากครับ ไม่คุ้มค่ากับที่เก็บเพิ่ม 300 มาก ไม่อร่อยเลยเสียความรู้สึกมากครับ"
0,พิซซ่าหน้าแฮม&เบคอน 159 บาท มีแต่แป้งค่ะ หน้าน้อยมาก แลดูเหมือนสั่งแป้งมากินมากกว่า เอาเปรียบผู้บริโภคค่ะ
